997testa Polish|||23|||23
998testa Yeltsin|||22|||24
999testa Lebed|||12|||12
1000testa Russian|||7|||7
1001testa Cofinec|||15|||15
1002testa Romania|||2|||2
1003testa Potent|||7|||7
1004testa Assault|||8|||8
1005testa Cambodian|||9|||9
1006testa Far|||16|||16
1007testa Tripoli|||21|||21
1008testa Twilight|||33|||34
1009testa Brisk|||21|||22
1010testa Mexican|||31|||31
1011testa U.S.|||22|||22
1012testa Boatmen|||23|||24
1013testa U.S.|||31|||31
1014testa U.S.|||3|||3
1015testa Dole|||20|||21
1016testa Titanic|||8|||8
1017testa Bonn|||40|||40
1018testa France|||22|||22
1019testa German|||7|||7
1020testa Missing|||16|||16
1021testa Indian|||3|||3
1022testa MARTELA|||2|||2
1023testa Canadian|||24|||24
1024testa Aw|||1|||1
1025testa IPO|||3|||3
1026testa Syria|||24|||24
1027testa Egypt|||8|||8
1028testa Israel|||41|||42
1029testa PRESALE|||5|||5
1030testa Consumer|||5|||5
1031testa World|||30|||31
1032testa Pirelli|||33|||35
1033testa Dutch|||7|||7
1034testa OSCE|||28|||28
1035testa Dutch|||13|||13
1036testa Armenians|||25|||27
1037testa Sombre|||24|||24
1038testa Ericsson|||11|||11
1039testa HK|||17|||17
1040testa PRESS|||27|||27
1041testa Jeans|||1|||1
1042testa Apic|||1|||1
1043testa Bootleg|||7|||7
1044testa Singapore|||9|||9
1045testa Arafat|||22|||22
1046testa U.N.|||24|||24
1047testa SOCCER|||24|||29
1048testa RUGBY|||8|||8
1049testa SOCCER|||7|||7
1050testa SOCCER|||19|||19
1051testa SOCCER|||11|||11
1052testa GOLF|||39|||39
1053testa SOCCER|||12|||12
1054testa CRICKET|||10|||10
1055testa CYCLING|||42|||48
1056testa CRICKET|||47|||51
1057testa CYCLING|||76|||77
1058testa CRICKET|||39|||39
1059testa BASEBALL|||93|||94
1060testa CRICKET|||28|||28
1061testa GOLF|||37|||37
1062testa RUGBY|||37|||38
1063testa SOCCER|||12|||12
1064testa SOCCER|||9|||9
1065testa RUGBY|||31|||31
1066testa SOCCER|||30|||31
1067testa SOCCER|||72|||75
1068testa SOCCER|||30|||30
1069testa SOCCER|||66|||68
1070testa CRICKET|||44|||45
1071testa MOTOR|||24|||25
1072testa SOCCER|||9|||9
1073testa RUGBY|||64|||64
1074testa RUGBY|||19|||19
1075testa SOCCER|||5|||5
1076testa SOCCER|||8|||8
1077testa SOCCER|||30|||30
1078testa SOCCER|||18|||18
1079testa BASKETBALL|||7|||7
1080testa BASKETBALLSOCCER|||7|||7
1081testa SOCCER|||12|||12
1082testa SOCCER|||8|||8
1083testa SOCCER|||9|||9
1084testa BASKETBALL|||5|||5
1085testa SOCCER|||9|||9
1086testa SOCCER|||8|||8
1087testa SOCCER|||8|||8
1088testa SQUASH|||8|||20
1089testa SQUASH|||8|||8
1090testa GOLF|||30|||31
1091testa TENNIS|||38|||50
1092testa TENNIS|||17|||17
1093testa TENNIS|||7|||7
1094testa SOCCER|||9|||9
1095testa BASEBALL|||59|||63
1096testa BASEBALL|||31|||34
1097testa BASEBALL|||84|||87
1098testa TENNIS|||30|||30
1099testa BOXING|||7|||7
1100testa SOCCER|||54|||55
1101testa BOXING|||4|||5
1102testa SOCCER|||62|||64
1103testa SOCCER|||7|||7
1104testa SOCCER|||61|||61
1105testa SOCCER|||3|||5
1106testa SOCCER|||3|||4
1107testa SOCCER|||11|||11
1108testa SOCCER|||8|||8
1109testa BOXING|||4|||8
1110testa SOCCER|||10|||10
1111testa BOXING|||4|||5
1112testa HORSE|||4|||4
1113testa SOCCER|||15|||17
1114testa SOCCER|||8|||8
1115testa SOCCER|||9|||9
1116testa Paper|||17|||17
1117testa Reuters|||92|||92
1118testa Escaped|||10|||10
1119testa Scottish|||18|||18
1120testa Britain|||22|||22
1121testa Seven|||15|||15
1122testa Opposition|||32|||32
1123testa Two|||8|||8
1124testa Baseball-Results|||4|||4
1125testa S.|||21|||21
1126testa Rwandan|||27|||27
1127testa NATO|||27|||30
1128testa Chechens|||21|||22
1129testa Polish|||24|||24
1130testa Three|||8|||8
1131testa Cuban|||11|||11
1132testa U.N.|||25|||25
1133testa Mexican|||10|||10
1134testa China|||18|||18
1135testa Manila|||15|||15
1136testa Burma|||32|||32
1137testa Dow|||14|||14
1138testa N.|||18|||18
1139testa Chinese|||13|||13
1140testa China|||9|||9
1141testa Hong|||6|||7
1142testa China|||10|||10
1143testa Iraqi|||40|||40
1144testa Ceasefire|||30|||30
1145testa KPD|||15|||15
1146testa Fire|||4|||4
1147testa Iraq|||30|||32
1148testa U.N.|||14|||14
1149testa PRESS|||17|||17
1150testa Automakers|||8|||8
1151testa Two|||4|||4
1152testa Car|||4|||4
1153testa U.S.|||54|||56
1154testa Two|||7|||7
1155testa Algeria|||13|||13
1156testa Iran|||38|||38
1157testa Italy|||33|||33
1158testa Nato|||11|||11
1159testa More|||9|||9
1160testa No|||10|||10
1161testa Controversial|||36|||45
1162testa Dhaka|||4|||4
1163testb SOCCER|||33|||38
1164testb RUGBY|||27|||27
1165testb SOCCER|||35|||37
1166testb FREESTYLE|||28|||28
1167testb SOCCER|||16|||16
1168testb CRICKET|||43|||54
1169testb SOCCER|||3|||3
1170testb SOCCER|||19|||19
1171testb SOCCER|||13|||13
1172testb BASKETBALL|||44|||45
1173testb RUGBY|||75|||77
1174testb GOLF|||23|||23
1175testb SOCCER|||35|||35
1176testb SOCCER|||7|||7
1177testb CRICKET|||26|||28
1178testb CRICKET|||28|||31
1179testb CRICKET|||10|||11
1180testb CRICKET|||5|||6
1181testb CRICKET|||12|||12
1182testb CRICKET|||34|||35
1183testb CRICKET|||32|||33
1184testb BADMINTON|||51|||52
1185testb SOCCER|||4|||5
1186testb NHL|||40|||44
1187testb NHL|||14|||15
1188testb NFL|||39|||41
1189testb NBA|||52|||52
1190testb NFL|||57|||57
1191testb NFL|||4|||5
1192testb NCAA|||24|||24
1193testb SOCCER|||22|||22
1194testb SOCCER|||28|||28
1195testb SOCCER|||10|||10
1196testb SOCCER|||6|||6
1197testb SOCCER|||23|||23
1198testb SOCCER|||7|||7
1199testb SOCCER|||17|||20
1200testb TENNIS|||12|||12
1201testb SOCCER|||58|||61
1202testb SOCCER|||45|||47
1203testb SOCCER|||4|||6
1204testb SOCCER|||20|||23
1205testb SOCCER|||7|||8
1206testb SOCCER|||25|||30
1207testb GUNMEN|||11|||11
1208testb SOCCER|||108|||108
1209testb BASKETBALL|||18|||18
1210testb SQUASH|||13|||15
1211testb SQUASH|||11|||12
1212testb GUNMEN|||16|||16
1213testb HAVEL|||40|||40
1214testb RADIO|||12|||12
1215testb CZECH|||14|||14
1216testb POLAND|||45|||45
1217testb INTERVIEW-ZYWIEC|||29|||29
1218testb HAVEL|||8|||8
1219testb UK-US|||3|||3
1220testb Tambang|||4|||4
1221testb Telkom|||7|||7
1222testb Woman|||6|||6
1223testb Britain|||31|||31
1224testb Med|||17|||18
1225testb New|||10|||10
1226testb Major|||9|||14
1227testb Electronic|||7|||9
1228testb RTRS|||6|||7
1229testb Cricket|||8|||8
1230testb Manitoba|||4|||5
1231testb Canadian|||6|||6
1232testb New|||3|||3
1233testb New|||3|||3
1234testb Clean|||3|||3
1235testb Dirty|||12|||12
1236testb NYC|||8|||8
1237testb USDA|||2|||2
1238testb Wall|||41|||41
1239testb Russ|||3|||3
1240testb Zimbabwe|||4|||4
1241testb Multinational|||40|||41
1242testb Mauritius|||7|||7
1243testb U.N.|||11|||11
1244testb Senegal|||18|||18
1245testb Ex-minister|||30|||30
1246testb Five|||4|||4
1247testb WEATHER|||1|||1
1248testb Skinheads|||5|||5
1249testb Albanian|||8|||8
1250testb Polish|||19|||19
1251testb Russia|||12|||14
1252testb Estonian|||3|||3
1253testb Russia|||25|||28
1254testb Yeltsin|||16|||16
1255testb Bomb|||7|||7
1256testb Bomb|||10|||10
1257testb Hungary|||5|||5
1258testb Mexico|||24|||24
1259testb Plastic|||13|||13
1260testb Daily|||5|||5
1261testb Mexican|||18|||18
1262testb Brazil|||6|||6
1263testb Chile|||12|||13
1264testb Indonesia|||55|||55
1265testb China|||10|||10
1266testb Government|||6|||6
1267testb Burmese|||21|||21
1268testb Union|||40|||40
1269testb Indian|||7|||7
1270testb Japan|||29|||30
1271testb Lebanon|||54|||55
1272testb Texas|||7|||7
1273testb USDA|||3|||3
1274testb BALANCE|||3|||4
1275testb 14|||12|||12
1276testb New|||3|||3
1277testb Iowa-S|||4|||4
1278testb Man|||1|||1
1279testb Canadian|||6|||6
1280testb NYMEX|||15|||15
1281testb U.S.|||9|||9
1282testb CBOT|||14|||14
1283testb Clinton|||7|||7
1284testb Action|||1|||1
1285testb Half|||11|||11
1286testb Iowa-S|||5|||5
1287testb Nebraska|||4|||4
1288testb Four|||34|||34
1289testb Spain|||9|||10
1290testb Mussolini|||15|||15
1291testb German|||9|||9
1292testb Italy|||4|||5
1293testb EU|||16|||16
1294testb Hindu|||16|||20
1295testb Indian|||3|||3
1296testb LUXEMBOURG|||3|||3
1297testb London|||13|||13
1298testb UK|||6|||6
1299testb Italy|||23|||23
1300testb OPEC|||13|||13
1301testb Relations|||9|||12
1302testb Two|||15|||15
1303testb PLO|||42|||42
1304testb Turkey|||12|||13
1305testb Three|||7|||7
1306testb Texas|||5|||5
1307testb Kansas|||4|||4
1309testb ACCESS|||5|||5
1310testb U.S.|||25|||29
1311testb School|||5|||5
1312testb Cyberspace|||22|||23
1313testb Italy|||18|||18
1314testb Third|||11|||11
1315testb Italian|||19|||20
1316testb Denmark|||4|||4
1317testb Moslem|||8|||8
1318testb Belgian|||14|||16
1319testb Port|||2|||2
1320testb German|||10|||10
1321testb Munich|||7|||7
1322testb EU|||3|||3
1323testb Frankfurt|||4|||4
1324testb John|||3|||3
1325testb Timah|||6|||6
1326testb British|||18|||26
1327testb Court|||10|||10
1328testb Australian|||5|||5
1329testb NZ|||8|||8
1330testb NZ|||13|||16
1331testb RTRS|||21|||24
1332testb Burmese|||9|||9
1333testb Thai|||17|||17
1334testb Chinese|||5|||5
1335testb South|||3|||3
1336testb Foreign|||13|||15
1337testb EPA|||2|||2
1338testb Sangetsu|||1|||1
1339testb Bre-X|||32|||32
1340testb Honda|||2|||2
1341testb FEATURE|||35|||35
1342testb Japan|||5|||5
1343testb Ahold|||24|||24
1344testb ALPINE|||6|||8
1345testb ALPINE|||46|||46
1346testb ALPINE|||7|||7
1347testb GOLF|||13|||14
1348testb ALPINE|||9|||9
1349testb ALPINE|||110|||114
1350testb ALPINE|||46|||46
1351testb NORDIC|||31|||33
1352testb ALPINE|||8|||8
1353testb BOBSLEIGH-SHIMER|||16|||18
1354testb SKIING-CHINESE|||22|||22
1355testb BOBSLEIGH-WORLD|||17|||17
1356testb CRICKET|||26|||30
1357testb FREESTYLE|||34|||34
1358testb SKI|||33|||34
1359testb BADMINTON|||18|||18
1360testb SPEED|||56|||56
1361testb ALPINE|||6|||6
1362testb SOCCER|||29|||30
1363testb SOCCER|||35|||35
1364testb SOCCER|||19|||19
1365testb RUGBY|||30|||31
1366testb SOCCER|||21|||23
1367testb RUGBY|||20|||20
1368testb SOCCER|||35|||36
1369testb SOCCER|||40|||41
1370testb SOCCER|||92|||96
1371testb SOCCER|||23|||23
1372testb SOCCER|||40|||41
1373testb SOCCER|||81|||83
1374testb RUGBY|||14|||14
1375testb RUGBY|||17|||17
1376testb GOLF|||23|||23
1377testb SOCCER|||27|||27
1378testb CRICKET|||22|||24
1379testb CRICKET|||13|||13
1380testb SOCCER|||26|||26
1381testb SOCCER|||27|||27
1382testb SOCCER|||17|||17
1383testb NBA|||52|||53
1384testb NBA|||20|||20
1385testb NHL|||49|||51
1386testb NHL|||16|||17
1387testb NHL|||21|||21
1388testb BOXING|||5|||5
1389testb SOCCER|||6|||7
1390testb SOCCER|||16|||20
1391testb SOCCER|||25|||25
1392testb SOCCER|||22|||25
1393testb SOCCER|||27|||27
1 EU|||28|||30
2 Rare|||11|||11
3 China|||23|||24
4 China|||6|||7
5 German|||10|||12
6 GREEK|||2|||6
7 BayerVB|||2|||4
8 Venantius|||5|||5
9 Port|||1|||2
10 Israel|||39|||54
11 Polish|||14|||14
12 Two|||40|||47
13 Saudi|||4|||4
14 Israel|||26|||27
15 Arafat|||25|||26
16 Afghan|||33|||42
17 Iraq|||29|||36
18 PRESS|||11|||12
19 PRESS|||13|||16
20 CME|||1|||3
21 Kindercare|||1|||3
23 Gateway|||1|||1
24 Greek|||2|||6
25 PRESS|||11|||14
26 Well|||7|||7
27 Finnish|||5|||6
28 Dutch|||6|||6
29 German|||21|||22
30 GOLF|||34|||59
31 SOCCER|||5|||10
32 HORSE|||6|||8
33 HORSE|||4|||7
34 TENNIS|||15|||18
35 TENNIS|||12|||18
36 SOCCER|||9|||13
37 CRICKET|||27|||29
38 CRICKET|||25|||28
39 SOCCER|||20|||20
40 CRICKET|||5|||5
41 SOCCER|||10|||12
42 TENNIS|||51|||62
43 CRICKET|||5|||12
44 SOCCER|||68|||108
45 SOCCER|||6|||14
46 SOCCER|||18|||21
47 TENNIS|||28|||40
48 BADMINTON|||33|||38
49 TENNIS|||168|||222
50 BASEBALL|||18|||27
51 BASEBALL|||54|||57
52 BASEBALL|||29|||32
53 BASEBALL|||50|||82
54 SOCCER|||10|||13
55 SOCCER|||5|||7
56 SOCCER|||5|||5
57 SOCCER|||31|||54
58 ATHLETICS|||3|||3
59 GOLF|||45|||69
60 SOCCER|||53|||53
61 CRICKET|||11|||12
62 ONE|||9|||9
64 In|||8|||10
65 Oppenheimer|||1|||2
66 Best|||7|||7
67 Measles|||6|||13
68 All|||2|||5
69 London|||4|||4
70 Garlic|||4|||5
71 Britain|||10|||12
72 Tennis|||64|||81
73 RTRS|||38|||51
74 Soccer|||7|||9
75 Senegal|||5|||7
76 Nigerian|||17|||20
77 Guinea|||7|||10
78 South|||9|||9
79 Rottweiler|||7|||7
80 INDICATORS|||3|||5
81 Fifty|||22|||22
82 Polish|||4|||8
83 Czech|||3|||4
84 Russians|||13|||14
85 Lebed|||9|||10
86 Yeltsin|||7|||7
87 PRESS|||12|||20
88 Grozny|||11|||11
89 Boat|||8|||9
90 Argentine|||3|||3
91 Peru|||8|||9
92 Former|||9|||9
93 Noisy|||5|||5
94 Australia|||27|||32
95 Palestinians|||17|||20
96 Egypt|||7|||11
97 Egypt|||24|||26
98 Turkish|||1|||1
99 Miss|||18|||29
100 Kevorkian|||6|||15
101 Fairview|||3|||3
102 Defiant|||34|||42
103 UN|||5|||7
104 Suspected|||16|||17
105 German|||14|||15
106 Paribas|||7|||7
107 Clinton|||22|||27
108 Bonn|||26|||37
109 India|||27|||36
110 Britain|||28|||28
111 India|||16|||19
112 Dhaka|||5|||5
113 India|||5|||7
114 Two|||6|||8
115 Mother|||44|||45
116 RTRS|||31|||35
117 RTRS|||6|||6
118 BNZ|||3|||5
119 Power|||2|||3
120 Thais|||8|||8
121 Tokyo|||1|||1
122 Ka|||3|||5
123 Malaysia|||4|||5
124 INDONESIAN|||12|||12
125 Key|||24|||25
126 Ukraine|||43|||50
127 Oldest|||11|||13
128 Russia|||17|||17
129 Viacom|||12|||14
130 CRICKET|||9|||11
131 MOTOR|||36|||39
132 TENNIS|||13|||17
133 SOCCER|||7|||7
134 SOCCER|||4|||4
135 CRICKET|||26|||28
136 CRICKET|||8|||9
137 CRICKET|||34|||41
138 CRICKET|||8|||8
139 SOCCER|||8|||11
140 TENNIS|||30|||44
141 TENNIS|||31|||34
142 RUGBY|||12|||17
143 BADMINTON|||11|||13
144 TENNIS|||19|||24
145 BASEBALL|||59|||63
146 BASEBALL|||24|||26
147 BASEBALL|||48|||82
148 SOCCER|||7|||12
149 SOCCER|||4|||5
150 SOCCER|||14|||19
151 ATHLETICS|||6|||9
152 SOCCER|||7|||13
153 SOCCER|||5|||5
154 SOCCER|||5|||5
155 SOCCER|||7|||7
156 ATHLETICS|||10|||21
157 ATHLETICS|||8|||10
158 ATHLETICS|||5|||7
159 GOLF|||32|||50
160 ATHLETICS|||47|||69
161 ATHLETICS|||231|||288
162 SOCCER|||28|||33
163 SOCCER|||12|||40
164 SOCCER|||10|||15
165 SOCCER|||13|||18
166 CRICKET|||24|||25
167 PRESS|||12|||14
168 FORECAST|||3|||3
169 Ulster|||1|||1
170 Nigerian|||9|||10
171 Mid-tier|||3|||4
172 RESEARCH|||1|||1
173 Buffett|||8|||9
174 Colombia|||27|||29
175 Clean|||32|||39
176 CRICKET|||12|||14
177 RTRS|||10|||18
178 Soccer|||25|||29
179 Soccer|||7|||14
180 Soccer|||36|||38
181 Nigeria|||4|||4
182 Rwandan|||6|||6
183 Orthodox|||16|||19
184 Hungary|||4|||5
185 Germany|||11|||12
186 Russians|||17|||18
187 WEATHER|||1|||1
188 Granic|||21|||22
189 Ecuador|||8|||11
190 Brazil|||7|||8
191 HK|||17|||19
192 Jordan|||25|||28
193 Turkey|||12|||15
194 U.S.|||24|||25
195 One|||4|||5
196 Glickman|||8|||10
197 Mass|||18|||22
198 Lufthansa|||2|||3
199 WSC-India|||7|||7
200 Washington|||24|||25
201 Nepal|||17|||20
202 Nepal|||5|||5
203 OPTIONS|||15|||15
204 Goldman|||7|||8
205 Legal|||9|||9
206 Jordan|||14|||14
207 Kurd|||12|||15
208 SOLIDERE|||4|||9
209 Zenith|||18|||21
210 Natural|||3|||4
211 Huge|||25|||31
212 U.S.|||28|||30
213 Wis|||6|||8
214 Snoozing|||16|||16
215 State|||12|||14
217 SunGard|||2|||5
218 Alpha|||3|||4
219 Analysts|||8|||8
220 Boskalis|||2|||5
221 Greek|||3|||6
222 Libyan|||8|||8
223 Deutsche|||4|||4
224 Sea|||6|||8
225 RTRS|||10|||10
226 RTRS|||4|||4
227 RTRS|||6|||7
228 South|||4|||5
229 S.|||2|||2
230 Orii|||1|||1
231 Orii|||1|||1
232 China|||23|||23
233 Companion|||4|||8
234 Softbank|||8|||9
235 Shanghai|||1|||1
236 Promodes|||15|||16
237 PRESS|||20|||24
238 Ford|||4|||6
239 TENNIS|||7|||10
240 TENNIS|||8|||12
241 RALLYING|||12|||21
242 MOTOR|||52|||64
243 RALLYING|||7|||9
244 TENNIS|||12|||16
245 TENNIS|||13|||18
246 GOLF|||4|||4
247 GOLF|||34|||58
248 RUGBY|||15|||19
249 CRICKET|||33|||49
250 CRICKET|||24|||30
251 CRICKET|||29|||31
252 SOCCER|||40|||40
253 SOCCER|||31|||36
254 SOCCER|||93|||96
255 CRICKET|||11|||11
256 TENNIS|||16|||18
257 RUGBY|||17|||18
258 RUGBY|||14|||18
259 SOCCER|||26|||27
260 SOCCER|||5|||18
261 BASKETBALL|||4|||6
262 BASEBALL|||5|||5
263 BASEBALL|||59|||63
264 BASEBALL|||30|||34
265 SOCCER|||5|||5
266 SOCCER|||16|||25
267 SOCCER|||13|||16
268 SOCCER|||10|||15
269 SOCCER|||23|||34
270 SOCCER|||23|||23
271 SOCCER|||23|||23
272 SOCCER|||27|||27
273 SOCCER|||14|||27
274 SOCCER|||34|||38
275 SOCCER|||5|||19
276 CRICKET|||6|||6
277 British|||17|||19
278 Princess|||14|||14
279 CRICKET|||16|||20
280 Soccer|||5|||5
281 Adventurers|||8|||8
282 Cholera|||4|||4
283 Malawi|||6|||6
284 Zimbabwe|||7|||8
285 Rwanda|||27|||30
286 Revered|||13|||16
287 Sudan|||20|||22
288 Albanian|||7|||10
289 Nicaraguan|||11|||11
290 Nepal|||23|||26
291 Iran|||11|||13
292 Main|||5|||6
293 Kurdish|||33|||37
294 Iran|||14|||16
295 PRESS|||24|||24
296 Clinton|||37|||38
297 Hurricane|||5|||10
298 France|||14|||15
299 German|||8|||12
300 Italian|||25|||30
301 Italian|||9|||12
302 Belgium|||16|||32
303 Death|||11|||12
304 Malta|||9|||10
305 Czech|||9|||9
306 Most|||7|||10
307 Thirty|||8|||9
308 Internet|||17|||32
309 GOLF|||15|||26
310 GOLF|||34|||59
311 TENNIS|||10|||12
312 TENNIS|||6|||8
313 RALLYING|||12|||18
314 MOTOCROSS|||25|||36
315 MOTOCROSS|||24|||29
316 MOTOR|||28|||49
317 ATHLETICS|||60|||82
318 MOTOR|||49|||62
319 MOTOR|||52|||61
320 RALLYING|||12|||19
321 MOTORCYCLING|||50|||90
322 MOTORCYCLING|||10|||34
323 RUGBY|||15|||19
324 CRICKET|||17|||20
325 SOCCER|||8|||12
326 CRICKET|||7|||7
327 SOCCER|||5|||9
328 SOCCER|||51|||51
329 CRICKET|||30|||39
330 CRICKET|||7|||7
331 SOCCER|||15|||15
332 CRICKET|||7|||7
333 CRICKET|||12|||14
334 CRICKET|||16|||17
335 TENNIS|||5|||7
336 TENNIS|||9|||11
337 SOCCER|||6|||8
338 SOCCER|||7|||7
339 SOCCER|||6|||8
340 SOCCER|||5|||25
341 SOCCER|||8|||22
342 SOCCER|||7|||37
343 SOCCER|||19|||32
344 AUSTRALIAN|||31|||34
345 RUGBY|||33|||42
346 BADMINTON|||11|||19
347 BASEBALL|||5|||5
348 BASEBALL|||17|||17
349 BASEBALL|||59|||63
350 BASEBALL|||30|||47
351 BASEBALL|||35|||51
352 BASEBALL|||29|||32
353 SOCCER|||13|||19
354 SOCCER|||7|||8
355 SOCCER|||29|||41
356 SOCCER|||10|||12
357 SOCCER|||17|||23
358 SOCCER|||5|||5
359 SOCCER|||21|||23
360 SOCCER|||19|||19
361 GOLF|||32|||34
362 CYCLING|||21|||39
363 CYCLING|||9|||21
364 GOLF|||28|||42
365 SOCCER|||24|||32
366 SOCCER|||29|||37
367 SOCCER|||19|||28
368 SOCCER|||37|||37
369 DUTCH|||17|||18
370 CRICKET|||18|||27
371 RUGBY|||19|||24
372 RUGBY|||19|||28
373 Australian|||32|||36
374 Rugby|||16|||20
375 South|||14|||21
376 Moslem|||33|||48
377 Eight|||8|||8
378 Russian|||22|||25
379 Leftist|||11|||15
380 Ten|||7|||10
381 Port|||1|||2
382 Two|||21|||28
383 U.S.|||6|||6
384 Egypt|||11|||13
385 Saudi|||8|||8
386 PRESS|||14|||17
387 Netanyahu|||19|||27
388 PRESS|||30|||35
389 Voting|||4|||4
390 Israeli|||20|||28
391 Corporate|||4|||6
392 Belgian|||10|||13
393 French|||6|||6
394 19|||7|||9
395 North|||10|||17
396 Students|||6|||20
397 16|||4|||6
398 FEATURE|||20|||22
399 Gencor|||3|||4
400 Advanced|||7|||7
401 Dow|||9|||9
402 RUGBY|||18|||24
403 RALLYING|||19|||28
404 RALLYING|||10|||18
405 RALLYING|||3|||4
406 SOCCER|||18|||20
407 SOCCER|||6|||6
408 SOCCER|||25|||25
409 CRICKET|||27|||32
410 CRICKET|||21|||21
411 CRICKET|||44|||45
412 CRICKET|||8|||8
413 CRICKET|||39|||43
414 CRICKET|||6|||6
415 RUGBY|||14|||17
416 SOCCER|||110|||113
417 SOCCER|||8|||9
418 SOCCER|||37|||42
419 SOCCER|||20|||20
420 SOCCER|||12|||29
421 SWIMMING|||16|||20
422 SOCCER|||7|||31
423 SOCCER|||7|||22
424 SOCCER|||5|||33
425 SOCCER|||35|||37
426 SOCCER|||25|||33
427 SOCCER|||11|||18
428 SOCCER|||5|||6
429 SOCCER|||40|||48
430 BASKETBALL|||3|||5
431 SOCCER|||7|||8
432 BASEBALL|||5|||5
433 SOCCER|||4|||8
434 TENNIS|||10|||10
435 TENNIS|||35|||62
436 TENNIS|||36|||54
437 TENNIS|||127|||182
438 BASEBALL|||41|||57
439 BASEBALL|||50|||53
440 BASEBALL|||18|||19
441 SOCCER|||42|||60
442 SOCCER|||9|||11
443 SOCCER|||4|||14
444 CRICKET|||5|||8
445 CRICKET|||17|||35
446 CRICKET|||4|||6
447 CRICKET|||14|||29
448 PRESS|||5|||5
449 Lamonts|||3|||5
450 Passengers|||9|||9
451 OSCE|||19|||29
452 After|||49|||50
453 Yeltsin|||16|||16
454 Yugo|||10|||14
455 Croatian|||5|||5
456 SVCD|||9|||10
457 Yeltsin|||10|||10
458 Mostostal|||5|||9
459 Unknown|||13|||14
460 Interacciones|||3|||3
461 Bancomext|||3|||5
462 Colombian|||5|||5
463 Japan|||14|||17
464 Nicaraguan|||13|||14
465 Eight|||5|||5
466 Banco|||2|||4
467 Dutch|||8|||8
468 RTRS|||7|||8
469 Police|||8|||9
470 Police|||5|||5
471 SIMEX|||5|||11
472 Metro|||4|||4
473 Indonesian|||13|||13
474 Senate|||31|||44
475 Hijacked|||12|||13
476 Kurds|||26|||27
477 Egypt|||19|||21
478 Israeli|||14|||15
479 U.S.|||11|||16
480 Florida|||1|||1
481 CBOT|||3|||3
482 Talbott|||12|||17
483 U.S.|||11|||12
484 Gore|||54|||57
485 Actor|||48|||65
486 U.S.|||4|||4
487 Pakistani|||4|||8
488 NWE|||10|||14
489 Prairies|||19|||22
490 Brush|||3|||9
491 Salomon|||2|||3
492 PRESALE|||2|||5
493 BALANCE|||2|||5
494 PRESS|||3|||3
495 Chelsea|||20|||22
496 Dutch|||7|||10
497 Tapie|||11|||26
498 Bank|||1|||4
499 RABOBANK|||6|||9
500 PRESS|||9|||9
501 ATRIA|||2|||2
502 BRIGHT-BELGIANS|||4|||10
503 Thai|||3|||5
504 Fontaine|||1|||1
505 Manila|||2|||2
506 RESEARCH|||2|||2
507 PRESS|||8|||8
508 U.N.|||19|||22
509 PRESS|||10|||18
510 PRESS|||12|||16
511 Tamils|||13|||15
512 FOCUS|||29|||30
513 More|||16|||18
514 FEATURE|||17|||25
515 London|||5|||5
517 Indonesia|||5|||5
518 GOLF|||10|||14
519 SOCCER|||7|||10
520 SOCCER|||9|||11
521 RUGBY|||10|||10
522 SOCCER|||8|||9
523 SOCCER|||72|||75
524 SOCCER|||62|||65
525 CRICKET|||34|||52
526 CRICKET|||7|||13
527 SOCCER|||8|||22
528 SQUASH|||19|||24
529 TENNIS|||41|||49
530 TENNIS|||167|||211
531 BASEBALL|||59|||63
532 BASEBALL|||15|||20
533 BASEBALL|||40|||58
534 BASEBALL|||20|||22
535 TENNIS|||55|||74
536 SOCCER|||5|||5
537 SOCCER|||20|||21
538 SOCCER|||5|||5
539 SOCCER|||10|||19
540 SOCCER|||27|||30
541 SOCCER|||5|||7
542 SOCCER|||5|||5
543 ICE|||14|||22
544 SOCCER|||11|||24
545 CYCLING|||3|||9
546 CYCLING|||26|||37
547 COFINEC|||15|||16
548 DIRECT|||2|||5
549 AFTER|||5|||5
550 CBOE|||9|||14
551 Faulding|||4|||4
552 McGrath|||25|||41
553 S.|||3|||3
554 Sudanese|||28|||29
555 OSCE|||13|||21
556 New|||60|||64
557 Slovenia|||29|||31
558 Nationalists|||20|||31
559 Estonian|||9|||21
560 Estonia|||4|||11
561 Albania|||15|||16
562 Estonia|||4|||10
563 Slovak|||22|||27
564 WEATHER|||1|||1
565 Russian|||6|||6
566 Russian|||21|||22
567 Argentine|||10|||12
568 Brazil|||4|||7
569 Dutch|||18|||18
570 Venezuela|||4|||17
571 Nicaraguan|||5|||8
572 Brazil|||20|||21
573 Czech|||18|||19
574 Former|||8|||21
575 Ten|||8|||8
576 Matahari|||3|||3
577 S.|||10|||12
578 Hong|||13|||13
579 Bosnian|||6|||15
580 New|||32|||32
581 Kansas|||4|||4
582 Anti-abortion|||24|||32
583 U.S.|||14|||15
584 Birmingham|||2|||3
585 U.S.|||11|||12
586 Akron|||4|||4
587 Stallone|||6|||11
588 Poll|||34|||34
589 U.S.|||7|||7
590 Puerto|||4|||4
591 Eau|||3|||6
592 Massachusetts|||4|||4
593 Amtrak|||11|||13
594 Paralympics|||12|||12
595 French|||16|||20
596 PRESS|||9|||16
597 Mother|||25|||29
598 Islamists|||28|||33
599 Afghan|||36|||46
600 Pakistan|||5|||5
601 Nepal|||16|||17
602 Indian|||16|||19
